book,author,qtype,question,answer
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, what is the full name of the magical folk healer who lives on the shadowy side of the mountain, and what is she more familiarly known as?","Doña Flor Espinoza, la curandera (p. 54)"
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, what strong scent does Abuela say helps with remembering?",Eucalyptus (p. 62)
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, what drains the strength of the butterflies protected within Solimar’s rebozo?",Answering questions (magically) (p. 63)
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, what is Lázaro’s original country of origin?",Guatemala (p. 70)
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, what will Solimar’s full title be once she is crowned Princess?",Princess Solimar Socorro Reyes Guadalupe of San Gregorio (p. 74)
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, what is the name of the extremely dangerous second waterfall that Solimar must avoid on the river?",El Salto de los Ángeles (or Leap of Angels) (p.92)
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, what is the name of the net Berto has engineered over a waterfall?",The Confiscator (p. 99)
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, how long ago did Berto’s father die?",Five years ago (p. 119)
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, the final cavern of the labyrinth cave is filled with what animal?",Bats (p. 141)
Solimar: The Sword of the Monarchs,Pam Muñoz Ryan,con,"In Solimar: The Sword of the Monarchs by Pam Muñoz Ryan, who switches places with King Sebastián to pose as king for their escape?",Arturo (p. 169)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book does a character’s mother die when they are only four years old?,The Mystwick School of Musicraft by Jessica Khoury (p. 11)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book does a newspaper headline read Tokyo Philharmonic Staves Off Deadly Typhoon?,The Mystwick School of Musicraft by Jessica Khoury (p. 14)
The Mystwick School of Musicraft,Jessica Khoury,iwb,"In which book does a character find out their mother did not die in a car crash, as they had always been told?",The Mystwick School of Musicraft by Jessica Khoury (p. 52)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book is a character given a piece of grape chewing gum in case of motion sickness?,The Mystwick School of Musicraft by Jessica Khoury (p. 61)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book is there a magical cat named Wynk?,The Mystwick School of Musicraft by Jessica Khoury (p. 83)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book does a character get mistaken for another student with the exact same name?,The Mystwick School of Musicraft by Jessica Khoury (p. 84)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book is a wooden whistle with three holes actually a key?,The Mystwick School of Musicraft by Jessica Khoury (p. 96)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book does a character find a book in the library that their mother checked out seven times?,The Mystwick School of Musicraft by Jessica Khoury (p. 138)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book is the school’s main auditorium called “The Shell?”,The Mystwick School of Musicraft by Jessica Khoury (p. 141)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book is there a lake called Orpheus Lake?,The Mystwick School of Musicraft by Jessica Khoury (p. 159)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book does a character steal someone’s cat as a trade?,The Mystwick School of Musicraft by Jessica Khoury (p. 231)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book do characters get trapped by magical trees?,The Mystwick School of Musicraft by Jessica Khoury (p. 272)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book does a character have an important test on Halloween?,The Mystwick School of Musicraft by Jessica Khoury (p. 286)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book is there a tornado made up entirely of ghosts?,The Mystwick School of Musicraft by Jessica Khoury (p. 309)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book is a character brought back from the dead?,The Mystwick School of Musicraft by Jessica Khoury (p. 321)
The Mystwick School of Musicraft,Jessica Khoury,iwb,In which book does a character’s grandmother forget her email password?,The Mystwick School of Musicraft by Jessica Khoury (p. 354)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is the first rule of Musicraft?","A spell can charm or do great harm. Before you play, clear the way. (p. 2)"
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is Amelia’s Mystwick School audition number?",242 (p. 19)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what song is the simple drying spell Amelia tries to use to clean up the grape juice she spilled before her audition?",The Itsy-Bitsy Spider (p. 22)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, which two instruments does Jai’s dad believe are not serious enough?",Sax (or saxophone) and guitar (p. 26)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what kind of vehicle picks Amelia up for her first day of school?",A zeppelin (p. 60)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, how many people in the world are licensed to teleport anything bigger than a refrigerator?",16 (p. 65)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, name two of the four teacher Maestros of Mystwick School of Musicraft.","(Any two) Miss Noorani, Mr. Walters, Miss Becker, Mr. Pinwhistle (p. 81-82)"
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is the full name of the Headmaestro of Mystwick?",Euphonia Le Roux (p. 83)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what song does Amelia play at the edge of the Echo Wood on her first day at Mystwick?",Pachelbel’s Canon in D (p. 89)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what are the only two ways to leave Mystwick for good?",Either by graduating or being expelled (p. 93)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is Darby’s actual first name?",Hamako (p. 101)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is the name for all the students who play woodwind instruments?",Aeros (p. 127)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what four colors represent different kinds of spells?","Green, yellow, blue, white (p. 130)"
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, who is the school nurse, the librarian, and the dean of students?",Miss March (p. 157)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is the name for the metal staples clamped onto the ears of musicians who use magic for evil purposes?",Bars (p. 179)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is the name of the school rock club?",Rebel Clef (p. 215)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is Amelia’s dad’s full name?",Eric Neal (p. 237)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is the name of Amelia’s favorite opera?",The Magic Flute (p. 295)
The Mystwick School of Musicraft,Jessica Khoury,con,"In The Mystwick School of Musicraft by Jessica Khoury, what is Amelia’s actual middle name?",Grace (p. 334)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book is Chapter One made up of nothing but repetitions of the letter X periodically separated by spaces and punctuation?,The Name of This Book Is Secret by Pseudonymous Bosch (p. 2)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book does an ornate wooden box have inside a small brass plaque with the words: The Symphony of Smells?,The Name of This Book Is Secret by Pseudonymous Bosch (p. 23)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book does a character cut every hair on their head the exact same length because they didn’t like to favor one hair over another?,The Name of This Book Is Secret by Pseudonymous Bosch (p. 27)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book are the parents of a newborn so bitter and angry in their disagreement over choosing their baby’s name that they got a divorce as soon as they left the hospital with the baby?,The Name of This Book Is Secret by Pseudonymous Bosch (p. 30)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book does a character practice lying by telling their mother that “they don’t have plates in Thailand?”,The Name of This Book Is Secret by Pseudonymous Bosch (p. 51)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,"In which book do divorced parents believe that every child should be raised with two parents in the house, so they live in separate halves of a house that has been split down the middle?",The Name of This Book Is Secret by Pseudonymous Bosch (p. 56)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book do we read most of the story of “La Storia della Mia Vida” about two fraternal twins who were born in Italy and then sent to America together to escape Benito Mussolini?,The Name of This Book Is Secret by Pseudonymous Bosch (p. 125)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,"In which book is synesthesia, the condition of sounds and colors and sounds all mixed up in one’s head, an important element?",The Name of This Book Is Secret by Pseudonymous Bosch (p. 134)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book does a circus Ringmaster try to sell a pair of ten-year-old twins to a stranger for a few dollars?,The Name of This Book Is Secret by Pseudonymous Bosch (p. 141)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book does a character send the school principal information about a missing student using a ransom note instead of a standard tip-off note from a concerned citizen?,The Name of This Book Is Secret by Pseudonymous Bosch (p. 164)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,"In which book does the author assert that school subjects like math, English, and history are unnecessary in life, but Egyptology comes in handy time after time?",The Name of This Book Is Secret by Pseudonymous Bosch (p. 183)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book is a character told by a doctor to practice having feelings? To name and then sit with his feelings for a while?,The Name of This Book Is Secret by Pseudonymous Bosch (p. 195)
The Name of This Book Is Secret,Pseudonymous Bosch,iwb,In which book were evil alchemists searching for the secret of everlasting,The Name of This Book Is Secret by Pseudonymous Bosch (p. 289)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, the author wants the real location of the story to remain a mystery, so where does he ask the reader to imagine the story takes place?","“Your Hometown,” or the place that you live in. (p. 7)"
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, Cass has a distinguishing physical feature. What is it?","She has rather large, pointy ears. (p. 11)"
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, while Cass is being introduced we learn her two word motto. What is it?",Be Prepared (p.12)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, Max-Ernest repeatedly poses this riddle: What is not enough for one, just right for two, and too much for three? What is the answer?",A Secret (p. 26)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, what is the secret word necessary to use the elevator in the magician’s house?",Please (p. 65)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, Max-Ernest defines an anagram for Cassie. What is an anagram?",“It’s when two words have all the same letters but in a different order.” (p. 85)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, whose private office created the illusion of infinitely expanding space with many reflecting panels of mirrors on the walls and ceiling?",Ms. Mauvais (p. 215)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, Ms. Mauvais suggests that Cass get cosmetic surgery to change her appearance. What body part does Ms. Mauvais reference?",Cass’ ears (p. 216)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, Max-Ernest tells Cass that Dr. L will cure his condition with a lobotomy using a straw entering through what body part to reach his brain?",His nose (p. 223)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, Ms. Mauvais rips off her long white glove after Cass spills the contents of a wine glass upon it. What is everyone shocked to see?","The ungloved hand of a very old woman [thin and frail fingers, nails yellow and cracked, and skin so translucent you could see bones, ligaments and veins]. (p. 236)"
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, what did all the many guests waiting for admittance to the pyramid have in common?",They were all wearing gloves. (p. 264)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, Max-Ernest could not swim and was afraid to cross the moat to the pyramid. Why didn’t he drown?",The water was only waist deep and they could wade across. (p. 291)
The Name of This Book Is Secret,Pseudonymous Bosch,con,"In The Name of This Book Is Secret by Pseudonymous Bosch, the book ends with a coded letter inviting Cass and Max-Ernest to become members of the Terces Society. The letter is signed “with the greatest admiration and respect, P.B.” Who is P.B.?","The missing magician, and twin brother to Dr.L, Pietro Bergamo (p. 351 and p. 124)"
The Wild Robot,Peter Brown,iwb,In which book is there a robot graveyard?,The Wild Robot by Peter Brown (p. 4)
The Wild Robot,Peter Brown,iwb,In which book does an otter push an important button with its paw?,The Wild Robot by Peter Brown (p. 6)
The Wild Robot,Peter Brown,iwb,In which book is a character compared to a hatchling breaking from a shell?,The Wild Robot by Peter Brown (p. 8)
The Wild Robot,Peter Brown,iwb,In which book does a character tumble into a mudslide during a big storm?,The Wild Robot by Peter Brown (p. 28)
The Wild Robot,Peter Brown,iwb,"In which book does a character camouflage themself with dirt, sticks, twigs, ferns, leaves and flowers?",The Wild Robot by Peter Brown (p. 42)
The Wild Robot,Peter Brown,iwb,In which book does someone learn the languages of many different kinds of animals by observing them while they are camouflaged?,The Wild Robot by Peter Brown (p. 48)
The Wild Robot,Peter Brown,iwb,In which book does someone accidentally kill a family of geese?,The Wild Robot by Peter Brown (p. 58)
The Wild Robot,Peter Brown,iwb,In which book does a beaver reprimand another beaver for being stubborn and rude?,The Wild Robot by Peter Brown (p. 80)
The Wild Robot,Peter Brown,iwb,In which book does a character ask all of the animals to defecate (poop) in their garden?,The Wild Robot by Peter Brown (p. 93)
The Wild Robot,Peter Brown,iwb,In which book does a goose become a flying fanatic?,The Wild Robot by Peter Brown (p. 117)
The Wild Robot,Peter Brown,iwb,In which book does a bear give a character a ride home on her back? ,The Wild Robot by Peter Brown (p. 147)
The Wild Robot,Peter Brown,iwb,In which book does a character lose their foot and get a replacement wooden foot? ,The Wild Robot by Peter Brown (p. 154)
The Wild Robot,Peter Brown,iwb,In which book does a character welcome animals to join them during the winter to stay warm by the fire?,The Wild Robot by Peter Brown (p. 178)
The Wild Robot,Peter Brown,iwb,"In which book does a character notice that the wilder they acted, the more the animals liked the character?",The Wild Robot by Peter Brown (p. 200)
The Wild Robot,Peter Brown,iwb,In which book does a character discover a factory where robots are built?,The Wild Robot by Peter Brown (p. 210)
The Wild Robot,Peter Brown,iwb,In which book do a son and his adopted mother spend the winter apart?,The Wild Robot by Peter Brown (p. 209)
The Wild Robot,Peter Brown,iwb,In which book do animals save their friend while others are attempting to capture the friend?,The Wild Robot by Peter Brown (p. 236)
The Wild Robot,Peter Brown,iwb,"In which book does a character devise a plan on an airship to get the repairs they need, escape, and find their way back home?",The Wild Robot by Peter Brown (p. 269)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, where does the story begin?",On the ocean (p. 1)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, how many crates from the cargo ship survive the hurricane initially?",Five (p. 1)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what kind of animals open the crate with the robot in it? ",Otters (p. 5)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what is the robot’s full name and number?",ROZZUM unit 7134 (p. 7)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what kind of an animal does Roz mimic to climb the cliffs?",Crab (p. 14)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what kind of animals does Roz awaken when she steps into a cave after the storm?",Bears (p. 34)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what is the hour each morning called when all the island animals are safe?",The Dawn Truce (p. 49)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, name two of the animals Roz meets during the Dawn Truce by name and type?","Swooper the owl, Dart the weasel, Digdown the groundhog, Fink the fox (p. 50)"
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, when Roz plummets off the side of the cliff, who does she land on?",A family of geese (p. 58)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what are two of the facts Roz retrieves about opossums?","They’re marsupials, they’re nocturnal, they mimic the appearance and/or smell of dead animals when threatened. (p. 66)"
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what name is given to the surviving gosling after it hatches?",Brightbill (p. 76)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, who builds a lodge for Roz and Brightbill?",Beavers (p. 84)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what does Roz name her lodge?",The Nest (p. 88)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what does Chitchat tell Brightbill that a squirrel nest is called?",A drey (p. 110)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, why were the other goslings making fun of Brightbill?",His mother is a robot (or: His mother is a monster) (p. 123)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, why can’t Roz touch the button on her head?",Her hands automatically stop before they reach the button. (p. 135)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what are the names of the bears that attack Roz?",Nettle and Thorn (p. 141)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, who is the first animal to join Roz in the lodge by the fire during the winter?",Chitchat the squirrel (p. 177)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what kind of animal does Roz save from the second lodge that catches on fire?",A hare (p. 186)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, how many winters has Crag the turtle seen?",93 (p. 191)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, why is Rockmouth angry at the beavers?",He was trapped in the pond when the beavers built their dam. (p. 198)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, where do the geese stay when they are unexpectedly caught in a snowstorm on their flight south?",In a greenhouse on a farm. (p. 206)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, how does Roz commemorate the one-year anniversary of her arrival on the island?",Party/celebration for her animal friends (p. 217)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, what word is etched on the three robots on the airship that flies over the island?",RECO (p. 223)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, according to the RECO robots, who does Roz belong to?",TechLab Industries (p. 227)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, how is RECO 3 destroyed?",By the kicks of Broadfoot the bull moose (p. 234)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, how is RECO 2 finally destroyed after its battle with the bears?",It falls over a waterfall (p. 242)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, how is RECO 1 destroyed?",He is shot by the geese (p. 255)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, after the battle with the RECOs, what body parts is Roz missing?",Her arms and legs (p. 258)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, when Roz gathers the animals after the battle with the RECOs for the Dawn Truce, what does she tell them she has decided?",She will leave the island so she can protect her island friends from more danger (p. 261)
The Wild Robot,Peter Brown,con,"In The Wild Robot by Peter Brown, who does the author think robots have some things in common with?",Wild animals (p. 272)
Thirst,Varsha Bajaj,iwb,In which book is a story told about King John of Portugal giving away a city as a dowry for his daughter’s marriage to King Charles II of England?,Thirst by Varsha Bajaj (p. 17)
Thirst,Varsha Bajaj,iwb,In which book does one character dream of being a star chef with their own TV show? ,Thirst by Varsha Bajaj (p. 9)
Thirst,Varsha Bajaj,iwb,"In which book is there a saying “If you invite trouble, it will come. It will stay for chai and for dinner.”",Thirst by Varsha Bajaj (p. 5)
Thirst,Varsha Bajaj,iwb,In which book do a brother and sister use a notebook to share secrets at night? ,Thirst by Varsha Bajaj (p. 28)
Thirst,Varsha Bajaj,iwb,In which book are two friends sent to a farm in the country to get away from trouble?,Thirst by Varsha Bajaj (p. 32)
Thirst,Varsha Bajaj,iwb,In which book does someone notice a flyer that says “Water is life. Stealing water is a crime.”,Thirst by Varsha Bajaj (p. 41)
Thirst,Varsha Bajaj,iwb,In which book does a character get teased that okra is their favorite vegetable? ,Thirst by Varsha Bajaj (p. 44)
Thirst,Varsha Bajaj,iwb,In which book does a character conquer their fear by climbing a rickety ladder to the roof?,Thirst by Varsha Bajaj (p. 59)
Thirst,Varsha Bajaj,iwb,In which book does a character learn from a security guard that their mother thinks they are as smart as her mother’s sister?,Thirst by Varsha Bajaj (p. 66)
Thirst,Varsha Bajaj,iwb,In which book does a character celebrate not getting fired from their first day on the job?,Thirst by Varsha Bajaj (p. 74)
Thirst,Varsha Bajaj,iwb,In which book does a character learn the day before about an important practice exam?,Thirst by Varsha Bajaj (p. 102)
Thirst,Varsha Bajaj,iwb,In which book do two characters share a bowl of noodles while they study for the same exam?,Thirst by Varsha Bajaj (p. 109)
Thirst,Varsha Bajaj,iwb,In which book do two characters hope that a stolen photograph will alert the police to the leader of a crime ring?,Thirst by Varsha Bajaj (p. 157)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj a character chooses what color to paint the family house?",Yellow (p. 2)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, a mango is given as a thank you gift. What for? ",Combing and braiding Pinky’s hair (p. 10)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, we learn that Bombay was made up of how many disconnected islands?",Seven (p. 18)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, the room a brother and sister share is filled with photographs from magazines. What are the photographs of?",Mouthwatering foods and beautiful beaches (p. 38)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, a character’s mother teaches them how to make what?",Rotis (p. 52)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, a character is told not to go into a certain room because of who lives there. Who is it?",Anita Ma’am’s mother-in-law (p. 69)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, two characters get into trouble for playing a card game together. What is the name of the card game?",Uno (p. 80)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, a character wins a scholarship for a special kind of class. What is the class and when does it meet?",Computer class and it meets on Sundays (p. 86)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, a character recognizes something about someone’s father, and drops what they are holding. What did they recognize and what did they drop?","The man’s voice, a bowl of pudding (p. 136)"
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, a character is often late for school and gets in trouble. Their teacher makes a suggestion that might help, what is it?",To boil their water at night (p. 132)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj,a character suggests adding something to the rotis to make them softer. What is it?",oil (p. 127)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj,a character’s mother is diagnosed with a disease that she got from drinking water that was not boiled. What is the disease?",Hepatitis A (p. 160)
Thirst,Varsha Bajaj,con,"In Thirst by Varsha Bajaj, a character loses their job and starts their own business. What is the business selling and what is its name?",Rotis. Rohini’s Rotis (p. 172)
Twins,Varian Johnson and Shannon Wright,iwb,In which book does a character have first lunch as part of their middle school schedule?,Twins by Varian Johnson and Shannon Wright (p. 6)
Twins,Varian Johnson and Shannon Wright,iwb,"In which book do certain lunch tables have nicknames like “Ribbon Ravine,” “Jock Mountain,” and “Valley of Burps & Smells?”",Twins by Varian Johnson and Shannon Wright (p. 21-22)
Twins,Varian Johnson and Shannon Wright,iwb,In which book does a character eat lunch in the library alone at the beginning of sixth grade?,Twins by Varian Johnson and Shannon Wright (p. 24)
Twins,Varian Johnson and Shannon Wright,iwb,In which book is there a class where students can earn a higher rank throughout the year?,Twins by Varian Johnson and Shannon Wright (p. 27)
Twins,Varian Johnson and Shannon Wright,iwb,In which book does a character have an older half brother out of college who has their own apartment?,Twins by Varian Johnson and Shannon Wright (p. 40)
Twins,Varian Johnson and Shannon Wright,iwb,In which book is a character offered extra credit for running for student council? ,Twins by Varian Johnson and Shannon Wright (p. 61)
Twins,Varian Johnson and Shannon Wright,iwb,In which book is a character’s favorite restaurant The Wonderful World of Waffles? ,Twins by Varian Johnson and Shannon Wright (p. 94)
Twins,Varian Johnson and Shannon Wright,iwb,In which book does a coin-flip determine which bedrooms two characters get to sleep in?,Twins by Varian Johnson and Shannon Wright (p. 116)
Twins,Varian Johnson and Shannon Wright,iwb,In which book are there two teddy bears named Venus and Serena? ,Twins by Varian Johnson and Shannon Wright (p. 120)
Twins,Varian Johnson and Shannon Wright,iwb,In which book does a character think that sixth graders should be buddied up with older students at the beginning of middle school?,Twins by Varian Johnson and Shannon Wright (p. 131)
Twins,Varian Johnson and Shannon Wright,iwb,In which book does a character tell someone else’s secret to someone in their gym class?,Twins by Varian Johnson and Shannon Wright (p. 160)
Twins,Varian Johnson and Shannon Wright,iwb,In which book does a character join Color Guard?,Twins by Varian Johnson and Shannon Wright (p. 245)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, what is the name of the twins’ new middle school?",O’Connor Middle School (p. 1)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, which twin is the talker, and which twin is the thinker?","Francine is the talker, Maureen is the thinker (p. 8)"
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, name two of the three classes the twins have together.","Advisory, science, language arts (p. 9)"
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, which twin is 1⁄4 inch shorter?",Maureen (p. 10)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, who is the twins’ advisory teacher?",Mrs. Barbosa (p. 17)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, what is the name and rank of Maureen’s Youth Cadet Corps instructor?",Master Sergeant Lucinda Fields (p. 27)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, what is Francine’s favorite class after the first day of sixth grade?",Chorus (p. 30)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, Francine is how much older than Maureen? ",Two minutes (p. 36)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, according to Francine and Maureen’s dad, who is the “fifth gear” in their group of friends?",Monique (p. 50)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, what student council position do Maureen and Francine both run for?",President (p. 81)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, what is the name of the store where the salesperson is rude to Maureen and her friends?",Mercy Danger (p. 92)
Twins,Varian Johnson and Shannon Wright,con,"In Twins by Varian Johnson and Shannon Wright, how long do Francine and Maureen have to live in separate rooms?","Two weeks, or until the election is over (p. 115)"
